_ --> 'hasCORS': false,$178$178$1,0$1,0$1,0$00:00:06,581
_ --> this.setState({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:03,320
var attr = new core.Attr(name, value); --> var attr = this.ownerDocument.createAttribute(name, value);$1$1$1,0$1,0$1,0$00:00:06,082
change_skin('skin-blue-light'); --> _$1$1$1,0$1,0$1,0$00:00:07,562
position: relative; --> _$2$2$1,0$1,0$1,0$00:00:05,420
sleep(delay) --> await sleep(delay)$1$1$1,0$1,0$1,0$00:00:05,372
var buttonEl = this; --> var $buttonEl = $(this);$1$1$1,0$1,0$1,0$00:00:05,226
this.timeout(200); --> this.timeout(1500);$1$1$1,0$1,0$1,0$00:00:05,214
_ --> this.audioController = audioControllerFactory();$9$9$1,0$1,0$1,0$00:00:05,504
body = this.json(params); --> _$5$5$1,0$1,0$1,0$00:00:05,460
if (a != undefined) --> if (a)$1$1$1,0$1,0$1,0$00:00:05,247
if (value) {expressions.push(value); --> argsComma.push(value);$3$3$1,0$1,0$1,0$00:00:05,421
lastTradeTimestamp = timeFilled; --> lastTradeTimestamp = timeFilled * 1000;$2$2$1,0$1,0$1,0$00:00:05,403
if (roomUrl == null) --> if (roomUrl === null)$1$1$1,0$1,0$1,0$00:00:05,170
_ --> throw e;}return true;}$55$55$1,0$1,0$1,0$00:00:05,076
return app.ready(); --> _$3$3$1,0$1,0$1,0$00:00:05,390
while (true) --> while (current)$1$1$1,0$1,0$1,0$00:00:05,347
success_callback(); --> _$2$2$1,0$1,0$1,0$00:00:05,446
getDesktopStreamFailed(); --> getDesktopStreamFailed(error);$1$1$1,0$1,0$1,0$00:00:05,276
return input; --> return null;$7$7$1,0$1,0$1,0$00:00:02,781
_ --> 'hasCORS': LT,$178$178$1,0$1,0$1,0$00:00:05,671
_ --> ID.ID({routerClasses: 'page-current'});$4$4$1,0$1,0$1,0$00:00:03,480
var attr = new ID.Attr(ID, ID); --> var attr = this.ownerDocument.ID(ID, ID);$1$1$1,0$1,0$1,0$00:00:05,177
ID('skin-blue-light'); --> _$1$1$1,0$1,0$0,16666666666666666$00:00:02,783
ID: relative; --> _$2$2$1,0$1,0$1,0$00:00:03,903
ID(delay) --> await ID(delay)$1$1$1,0$1,0$1,0$00:00:04,152
var buttonEl = ID<0>; --> var $buttonEl = $(ID<0>);$1$1$1,0$1,0$1,0$00:00:02,789
ID<0>.timeout(LT); --> ID<0>.timeout(LT);$46$46$1,0$1,0$1,0$00:00:05,252
