0.0,2.241,0.0,0.836,0.0,0.536,0.0,0.485,0.0,0.578,0.0,0.458,0.0,0.494,0.0,0.368,0.0,0.572,0.0,0.581,
0.0,1.444,0.0,2.774,0.0,1.129,0.0,0.973,0.0,0.91,0.0,1.143,0.0,0.823,0.0,0.67,0.0,0.895,0.0,1.237,
0.0,2.451,0.0,27.048,0.0,2.197,0.0,2.358,0.0,2.189,0.0,2.657,0.0,1.909,0.0,1.268,0.0,2.862,0.0,3.016,
0.0,5.743,0.0,33.074,0.0,7.332,0.0,9.02,0.0,9.536,0.0,9.434,0.0,7.182,0.0,3.127,0.0,9.182,0.0,9.725,
0.0,12.034,0.0,53.779,0.0,11.907,0.0,15.719,0.0,14.681,0.0,15.416,0.0,12.597,0.0,4.883,0.0,12.937,0.0,15.35,
0.0,16.278,0.0,64.844,0.0,14.644,0.0,18.439,0.0,15.886,0.0,18.945,0.0,12.933,0.0,6.275,0.0,17.022,0.0,18.029,
0.0,19.876,0.0,70.491,0.0,16.851,0.0,20.933,0.0,20.161,0.0,21.287,0.0,17.61,0.0,6.664,0.0,14.588,0.0,20.602,
0.0,23.13,0.0,82.94,0.0,17.847,0.0,21.392,0.0,21.64,0.0,24.965,0.0,19.968,0.0,7.569,0.0,20.506,0.0,23.512,
0.0,27.013,0.0,100.494,0.0,20.545,0.0,29.624,0.0,28.003,0.0,27.997,0.0,19.804,0.0,9.268,0.0,26.42,0.0,27.65,
0.0,31.926,0.0,106.914,0.0,27.187,0.0,31.381,0.0,31.521,0.0,32.886,0.0,24.942,0.0,10.815,0.0,35.931,0.0,33.574,
