0.9134,0.9564,0.6418,0.6022,0.7698,0.6172,0.6182,1.3678,0.7798,0.7924,
1.058,1.6622,1.0564,0.8344,1.0966,0.7618,0.6632,1.449,0.9292,1.0192,
