2.26,1.87,1.206,0.875,1.407,0.722,0.671,2.003,1.405,1.232,0.847,1.14,0.67,0.547,1.08,0.578,0.453,1.229,0.759,0.93,0.738,1.075,0.62,0.532,0.92,0.52,0.468,1.391,0.84,1.159,
4.732,1.116,0.389,0.874,1.209,1.271,0.758,4.64,0.844,1.722,1.476,1.38,0.443,0.977,1.368,1.134,0.65,4.066,0.931,1.821,1.655,1.309,0.457,0.863,1.272,1.176,0.655,3.172,0.974,1.497,
