2.589,1.756,1.073,1.099,1.441,0.823,0.68,2.092,1.011,1.054,0.849,1.12,0.699,0.735,1.045,0.633,0.541,1.96,0.93,1.131,0.816,1.087,0.687,0.739,1.094,0.616,0.585,1.754,0.874,1.058,
5.573,2.265,1.747,2.005,2.513,1.844,1.784,4.045,1.817,2.326,2.506,2.127,1.728,1.779,2.053,1.634,1.86,4.366,1.89,2.583,2.699,2.109,1.627,2.073,2.713,1.792,1.844,3.625,1.888,2.323,
