23,26
53,55
102,102
37,37
25,24
35,37
49,49
42,42
54,54
31,45
30,34
63,64
76,76
46,46
28,91
25,25
32,32
25,25
60,60
30,61
20,26
45,55
77,102
28,37
19,24
29,37
51,49
41,45
39,54
25,45
38,34
63,64
50,76
42,46
26,91
24,25
25,32
15,27
26,44
27,47
22,39
22,52
77,102
13,45
14,27
23,77
33,49
37,77
19,46
23,49
31,34
43,106
34,76
38,49
27,88
21,33
27,32
13,45
23,38
25,40
13,57
24,54
61,0
16,37
13,27
23,87
21,109
39,110
39,68
24,68
23,54
32,58
32,139
46,66
45,49
15,98
24,59
31,101
14,37
20,55

